"","Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved","colsN","conDate","locName","datNum","weekname","contactcount"
"243",NA,"Lanyon Newsagency & Gift Shop","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:40pm","4:30pm","Monitor",-35.4576067,149.0924916,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"244",NA,"Lanyon Newsagency & Gift Shop","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","5:00pm","6:00pm","Monitor",-35.4576067,149.0925416,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"245",NA,"Light Rail Route R1 Transport Canberra Code LRV009","Gungahlin to Manning Clark North","Public Transport","26/08/2021 - Thursday","5:01pm","5:03pm","Casual",-35.2809368,149.1299842,NA,FALSE,"yellow",2021-08-26,"Public Transport",26,34,16
"246",NA,"Officeworks Braddon","30 Mort Street","Braddon","26/08/2021 - Thursday","2:50pm","4:00pm","Casual",-35.2742758,149.1314656,NA,FALSE,"yellow",2021-08-26,"Braddon",26,34,6
"247",NA,"On-Lake Cafe","Bowen Park, Bowen Drive","Barton","26/08/2021 - Thursday","12:55pm","1:45pm","Casual",-35.3080478,149.1399574,NA,FALSE,"yellow",2021-08-26,"Barton",26,34,1
"248",NA,"Priceline Pharmacy Woden","Shop G98, Westfield Woden","Phillip","26/08/2021 - Thursday","9:15am","6:00pm","Close",-35.3461804,149.0846137,NA,FALSE,"red",2021-08-26,"Phillip",26,34,33
"249",NA,"Saint Clare of Assisi Outside School Hours Care (OSHC)","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","4:00pm","4:30pm","Casual",-35.458748,149.0966339,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"250",NA,"Saint Clare of Assisi Outside School Hours Care (OSHC)","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","8:00am","8:30am","Casual",-35.458748,149.0966839,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"251",NA,"Saint Clare of Assisi Primary School","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","8:00am","3:30pm","Close",-35.458748,149.0967339,NA,FALSE,"red",2021-08-26,"Conder",26,34,14
"252",NA,"San Churro Woden","Westfield Woden, Keltie Street","Woden","26/08/2021 - Thursday","7:00pm","8:00pm","Monitor",-35.346255,149.0874013,NA,FALSE,"blue",2021-08-26,"Woden",26,34,2
"253",NA,"SupaBarn Express Watson","5 Watson Place","Watson","26/08/2021 - Thursday","9:30am","10:30am","Casual",-35.2388939,149.1535451,NA,FALSE,"yellow",2021-08-26,"Watson",26,34,4
"254",NA,"Sushi Island Lanyon","14/3 Sidney Nolan St","Conder","26/08/2021 - Thursday","3:50pm","4:30pm","Monitor",-35.457306,149.0924549,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"255",NA,"The Bottle O-Mitchell","Brookes Street","Mitchell","26/08/2021 - Thursday","2:50pm","3:30pm","Monitor",-35.2177696,149.1406402,NA,FALSE,"blue",2021-08-26,"Mitchell",26,34,4
"256",NA,"The Meadows Original Frozen Custard","127/3 Clare Burton Crescent","Franklin","26/08/2021 - Thursday","4:50pm","5:30pm","Monitor",-35.1996245,149.1486234,NA,FALSE,"blue",2021-08-26,"Franklin",26,34,2
"257",NA,"The Pharmacy on Petrie","148 Bunda Street","Canberra City","26/08/2021 - Thursday","10:50am","11:30am","Monitor",-35.2788096,149.1335326,NA,FALSE,"blue",2021-08-26,"Canberra City",26,34,21
"258",NA,"Westfield Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","7:45am","5:00pm","Monitor",-35.3463199,149.0859076,NA,FALSE,"blue",2021-08-26,"Phillip",26,34,33
"259",NA,"Westpac Canberra Centre","148 Bunda Street","Canberra City","26/08/2021 - Thursday","10:30am","11:20am","Monitor",-35.2793606,149.1328989,NA,FALSE,"blue",2021-08-26,"Canberra City",26,34,21
"260",NA,"Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:15pm","4:10pm","Casual",-35.457682,149.0924497,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"261",NA,"Woolworths Metro Hawker","Springvale Drive","Hawker","26/08/2021 - Thursday","7:10pm","8:00pm","Casual",-35.2433647,149.0440992,NA,FALSE,"yellow",2021-08-26,"Hawker",26,34,4
"262",NA,"Woolworths Weston Creek","Corner Brierly Street and Mahoney Crescent","Weston","26/08/2021 - Thursday","6:45pm","7:30pm","Monitor",-35.340765,149.052606,NA,FALSE,"blue",2021-08-26,"Weston",26,34,16
"263",NA,"Woolworths Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","1:20pm","2:10pm","Casual",-35.3463199,149.0859576,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-26,"Phillip",26,34,33
"264",NA,"Woolworths Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","7:45am","8:30am","Casual",-35.3463199,149.0859326,NA,FALSE,"yellow",2021-08-26,"Phillip",26,34,33
"265",NA,"ALDI Chisholm","36 Benham Street","Chisholm","25/08/2021 - Wednesday","11:45am","1:15pm","Casual",-35.4148128,149.1293436,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"266",NA,"Argyle Housing - Ainslie Village","23 Quick Street","Campbell","25/08/2021 - Wednesday","12:00am","11:59pm","Close",-35.2749161,149.1489264,NA,FALSE,"red",2021-08-25,"Campbell",25,34,8
"267",NA,"Argyle Housing - Ainslie Village (Winter Lodge)","23 Quick Street","Campbell","25/08/2021 - Wednesday","12:00am","11:59pm","Close",-35.2749161,149.1490264,NA,FALSE,"red",2021-08-25,"Campbell",25,34,8
"268",NA,"Australia Post Gungahlin","46 Hibberson Street","Gungahlin","25/08/2021 - Wednesday","3:00pm","3:45pm","Monitor",-35.1860759,149.136856,NA,FALSE,"blue",2021-08-25,"Gungahlin",25,34,20
"269",NA,"Best Friends Pets Fyshwick","1 Barrier Street","Fyshwick","25/08/2021 - Wednesday","5:15pm","6:00pm","Monitor",-35.3319261,149.1769325,NA,FALSE,"blue",2021-08-25,"Fyshwick",25,34,19
"270",NA,"Bidfood Canberra","16 Mildura Street","Fyshwick","25/08/2021 - Wednesday","5:30am","12:30pm","Casual",-35.3226824,149.1529102,NA,FALSE,"yellow",2021-08-25,"Fyshwick",25,34,19
"271",NA,"Calwell Shopping Centre","7 Webber Crescent","Calwell","25/08/2021 - Wednesday","9:25am","10:05am","Monitor",-35.434588,149.114126,NA,FALSE,"blue",2021-08-25,"Calwell",25,34,3
"272",NA,"Cellarbrations Gungahlin","24-30 Ernest Cavanagh Street","Gungahlin","25/08/2021 - Wednesday","8:30pm","9:20pm","Monitor",-35.1840542,149.1312325,NA,FALSE,"blue",2021-08-25,"Gungahlin",25,34,20
"273",NA,"Clay.","2 David Street","Turner","25/08/2021 - Wednesday","10:20am","11:30am","Monitor",-35.2607149,149.1310991,NA,FALSE,"blue",2021-08-25,"Turner",25,34,1
"274",NA,"Coles Chisholm","42 Halley Street","Chisholm","25/08/2021 - Wednesday","12:30pm","1:45pm","Casual",-35.4141067,149.1282919,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"275",NA,"Coles Chisholm","42 Halley Street","Chisholm","25/08/2021 - Wednesday","5:20am","5:30pm","Casual",-35.4141067,149.1283169,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"276",NA,"Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","25/08/2021 - Wednesday","10:55am","11:35am","Monitor",-35.2528076,149.0713598,NA,FALSE,"blue",2021-08-25,"Macquarie",25,34,5
"277",NA,"Costco Canberra","39-41 Mustang Avenue","Majura Park","25/08/2021 - Wednesday","4:00pm","5:40pm","Casual",-35.2972375,149.1905589,NA,FALSE,"yellow",2021-08-25,"Majura Park",25,34,3
"278",NA,"Costco Canberra","39-41 Mustang Avenue","Majura Park","25/08/2021 - Wednesday","4:15pm","5:15pm","Casual",-35.2972375,149.1906089,NA,FALSE,"yellow",2021-08-25,"Majura Park",25,34,3
"279",NA,"Grill'd Belconnen","301 Benjamin Way","Belconnen","25/08/2021 - Wednesday","7:40pm","8:10pm","Monitor",-35.2380489,149.0634587,NA,FALSE,"blue",2021-08-25,"Belconnen",25,34,21
"280",NA,"Jamison Plaza News","Jamison Plaza, Bowman Street","Macquarie","25/08/2021 - Wednesday","11:00am","11:40am","Monitor",-35.2528357,149.0717286,NA,FALSE,"blue",2021-08-25,"Macquarie",25,34,5
"281",NA,"Optus Canberra Centre","Shop AG12B, Canberra Centre, 148 Bunda Street","Canberra City","25/08/2021 - Wednesday","2:40pm","3:30pm","Casual",-35.2802271,149.1332309,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-25,"Canberra City",25,34,21
"282",NA,"Petbarn Majura Park","15 Mustange Avenue","Majura Park","25/08/2021 - Wednesday","5:00pm","5:50pm","Monitor",-35.2949224,149.1906592,NA,FALSE,"blue",2021-08-25,"Majura Park",25,34,3
"283",NA,"Priceline Pharmacy Tuggeranong","Hyperdome Shopping Centre, 148 Anketell Street","Greenway","25/08/2021 - Wednesday","3:00pm","4:00pm","Monitor",-35.4159229,149.066643,NA,FALSE,"blue",2021-08-25,"Greenway",25,34,13
"284",NA,"The Chifley Grocer","20-22 Chifley Place","Chifley","25/08/2021 - Wednesday","11:40am","12:30pm","Monitor",-35.3525033,149.076082,NA,FALSE,"blue",2021-08-25,"Chifley",25,34,1
"285",NA,"Tikka Take","Shop 6/21 Genge Street","Canberra City","25/08/2021 - Wednesday","7:30pm","8:30pm","Monitor",-35.2763451,149.1321222,NA,FALSE,"blue",2021-08-25,"Canberra City",25,34,21
"286",NA,"Total Tools Fyshwick","103 Gladstone Street","Fyshwick","25/08/2021 - Wednesday","10:15am","11:10am","Monitor",-35.3221611,149.1807051,NA,FALSE,"blue",2021-08-25,"Fyshwick",25,34,19
"287",NA,"Universal Phone Services Canberra Centre","Shop AG14, Canberra Centre, 148 Bunda Street","Canberra City","25/08/2021 - Wednesday","2:50pm","3:45pm","Monitor",-35.2789692,149.1338786,NA,FALSE,"blue",2021-08-25,"Canberra City",25,34,21
"288",NA,"Wokitup! Kippax","118 Hardwick Crescent","Holt","25/08/2021 - Wednesday","6:50pm","7:30pm","Monitor",-35.2221293,149.0184444,NA,FALSE,"blue",2021-08-25,"Holt",25,34,15
"289",NA,"Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","25/08/2021 - Wednesday","5:00pm","6:30pm","Casual",-35.457682,149.0924247,NA,FALSE,"yellow",2021-08-25,"Conder",25,34,14
"290",NA,"ALDI Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","24/08/2021 - Tuesday","10:20am","11:15am","Casual",-35.2802271,149.1331809,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-24,"Canberra City",24,34,21
"291",NA,"Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","24/08/2021 - Tuesday","4:20pm","5:15pm","Casual",-35.2218013,149.0193613,NA,FALSE,"yellow",2021-08-24,"Holt",24,34,15
"292",NA,"ALDI Amaroo","12 Pioneer Street","Amaroo","24/08/2021 - Tuesday","4:15pm","5:00pm","Monitor",-35.1652442,149.132407,NA,FALSE,"blue",2021-08-24,"Amaroo",24,34,4
"293",NA,"ALDI Amaroo","12 Pioneer Street","Amaroo","24/08/2021 - Tuesday","5:40pm","6:30pm","Monitor",-35.1652442,149.132357,NA,FALSE,"blue",2021-08-24,"Amaroo",24,34,4
"294",NA,"ALDI Casey","Casey Market Town, 15 Kingsland Parade","Casey","24/08/2021 - Tuesday","3:50pm","4:40pm","Monitor",-35.17447,149.0958699,NA,FALSE,"blue",2021-08-24,"Casey",24,34,10
"295",NA,"Bunnings Gungahlin","10 Gribble Street","Gungahlin","24/08/2021 - Tuesday","11:30am","12:45pm","Casual",-35.1838713,149.1303389,NA,FALSE,"yellow",2021-08-24,"Gungahlin",24,34,20
"296",NA,"Chemist Warehouse Gungahlin","30 Hibberson Street","Gungahlin","24/08/2021 - Tuesday","2:10pm","3:00pm","Monitor",-35.1856574,149.1328237,NA,FALSE,"blue",2021-08-24,"Gungahlin",24,34,20
"297",NA,"Chemist Warehouse Woden","24 Corinna Street","Woden","24/08/2021 - Tuesday","2:30pm","4:00pm","Monitor",-35.345342,149.0837802,NA,FALSE,"blue",2021-08-24,"Woden",24,34,2
"298",NA,"Coles Chisholm","42 Halley Street","Chisholm","24/08/2021 - Tuesday","5:20am","6:00pm","Casual",-35.4141067,149.1281919,NA,FALSE,"yellow",2021-08-24,"Chisholm",24,34,13
"299",NA,"Coles Gungahlin","Gungahlin Place","Gungahlin","24/08/2021 - Tuesday","2:40pm","3:30pm","Monitor",-35.1862806,149.136017,NA,FALSE,"blue",2021-08-24,"Gungahlin",24,34,20
"300",NA,"Evatt Newsagency","3 Heydon Place","Evatt","24/08/2021 - Tuesday","9:20am","10:00am","Monitor",-35.2090866,149.0734589,NA,FALSE,"blue",2021-08-24,"Evatt",24,34,1
"301",NA,"IGA Holt","Holt Place","Holt","24/08/2021 - Tuesday","1:40pm","3:30pm","Casual",-35.224764,149.0116196,NA,FALSE,"yellow",2021-08-24,"Holt",24,34,15
"302",NA,"KFC Dickson","81 Woolley Street","Dickson","24/08/2021 - Tuesday","9:40am","4:30pm","Casual",-35.2495219,149.1375476,NA,FALSE,"yellow",2021-08-24,"Dickson",24,34,14
"303",NA,"Master Kebabs","50 Denigan Street","Wanniassa","24/08/2021 - Tuesday","5:40pm","6:50pm","Casual",-35.4038975,149.0968017,NA,FALSE,"yellow",2021-08-24,"Wanniassa",24,34,10
"304",NA,"Mirchi Indian Cuisine","4 Riley Close","Ngunnawal","24/08/2021 - Tuesday","4:00pm","10:30pm","Close",-35.1744,149.120057,NA,FALSE,"red",2021-08-24,"Ngunnawal",24,34,2
"305",NA,"Priceline Pharmacy Casey","Casey Market Town, 15 Kingsland Parade","Casey","24/08/2021 - Tuesday","3:40pm","4:30pm","Monitor",-35.1741815,149.0958006,NA,FALSE,"blue",2021-08-24,"Casey",24,34,10
"306",NA,"Services Australia (Entire building, refer to Casual Contacts entry if attended Level 4)","57 Athllon Drive","Greenway","24/08/2021 - Tuesday","8:00am","2:00pm","Monitor",-35.421141,149.0654239,NA,FALSE,"blue",2021-08-24,"Greenway",24,34,13
"307",NA,"Services Australia (Level 4)","57 Athllon Drive","Greenway","24/08/2021 - Tuesday","8:00am","2:00pm","Casual",-35.4210739,149.0650384,NA,FALSE,"yellow",2021-08-24,"Greenway",24,34,13
"308",NA,"The Public Place","Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","24/08/2021 - Tuesday","10:00am","10:40am","Monitor",-35.4140211,149.1284203,NA,FALSE,"blue",2021-08-24,"Chisholm",24,34,13
"309",NA,"Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","24/08/2021 - Tuesday","2:20pm","3:20pm","Casual",-35.1846274,149.1339141,NA,FALSE,"yellow",2021-08-24,"Gungahlin",24,34,20
"310",NA,"Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","24/08/2021 - Tuesday","6:20pm","7:10pm","Monitor",-35.2218013,149.0193863,NA,FALSE,"blue",2021-08-24,"Holt",24,34,15
"311",NA,"ALDI Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","23/08/2021 - Monday","11:45am","12:30pm","Casual",-35.2802271,149.1331809,NA,FALSE,"yellow",2021-08-23,"Canberra City",23,34,21
"312",NA,"7-Eleven Casey","Casey Market Town, 10 Kingsland Parade","Casey","23/08/2021 - Monday","5:00pm","6:00pm","Monitor",-35.175773,149.0957326,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"313",NA,"ALDI Casey","Casey Market Town, 15 Kingsland Parade","Casey","23/08/2021 - Monday","5:10pm","6:00pm","Monitor",-35.17447,149.0958449,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"314",NA,"Belconnen Discount Pharmacy (Priceline)","1-5 Chandler Street","Belconnen","23/08/2021 - Monday","1:10pm","2:20pm","Casual",-35.2374413,149.0681461,NA,FALSE,"yellow",2021-08-23,"Belconnen",23,34,21
"315",NA,"Coles Chisholm","42 Halley Street","Chisholm","23/08/2021 - Monday","3:50am","6:00pm","Casual",-35.4141067,149.1281669,NA,FALSE,"yellow",2021-08-23,"Chisholm",23,34,13
"316",NA,"Coles Tuggeranong","Pitman Street","Greenway","23/08/2021 - Monday","10:10am","11:10am","Casual",-35.4175813,149.0669229,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
"317",NA,"Gerald Slaven Ford Phillip","29 Botany Street","Phillip","23/08/2021 - Monday","8:30am","9:30am","Casual",-35.3503316,149.087943,NA,FALSE,"yellow",2021-08-23,"Phillip",23,34,33
"318",NA,"KFC Dickson","81 Woolley Street","Dickson","23/08/2021 - Monday","10:45am","4:30pm","Casual",-35.2495219,149.1375976,NA,FALSE,"yellow",2021-08-23,"Dickson",23,34,14
"319",NA,"Liquorland Tuggeranong","Corner Northern Street and Western Street","Greenway","23/08/2021 - Monday","10:30am","11:15am","Monitor",-35.4170687,149.0675083,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"320",NA,"Mirchi Indian Cuisine","4 Riley Close","Ngunnawal","23/08/2021 - Monday","4:00pm","10:30pm","Close",-35.1744,149.120107,NA,FALSE,"red",2021-08-23,"Ngunnawal",23,34,2
"321",NA,"Priceline Pharmacy Casey","Casey Market Town, 15 Kingsland Parade","Casey","23/08/2021 - Monday","5:20pm","5:50pm","Monitor",-35.1741815,149.0958506,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"322",NA,"Priceline Pharmacy Tuggeranong","148 Anketell Street","Greenway","23/08/2021 - Monday","10:00am","10:45am","Monitor",-35.4159229,149.066668,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"323",NA,"Samiuz","3/57 Benjamin Way","Belconnen","23/08/2021 - Monday","6:20pm","7:30pm","Monitor",-35.2424406,149.0678155,NA,FALSE,"blue",2021-08-23,"Belconnen",23,34,21
"324",NA,"Service Australia (Calypso Cafe)","57 Athllon Drive","Greenway","23/08/2021 - Monday","12:00pm","2:00pm","Casual",-35.421141,149.0655239,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
"325",NA,"Services Australia (Entire building, refer to Casual Contacts entry if attended Level 4)","57 Athllon Drive","Greenway","23/08/2021 - Monday","8:00am","5:00pm","Monitor",-35.421141,149.0654739,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"326",NA,"Services Australia (Level 4)","57 Athllon Drive","Greenway","23/08/2021 - Monday","8:00am","5:00pm","Casual",-35.4210739,149.0650884,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
"327",NA,"Supabarn Casey","Casey Market Town, 15 Kingsland Parade","Casey","23/08/2021 - Monday","5:20pm","6:15pm","Casual",-35.1741413,149.0960004,NA,FALSE,"yellow",2021-08-23,"Casey",23,34,10
"328",NA,"Universal Phone Services Canberra Centre","Shop AG14, Canberra Centre, 148 Bunda Street","Canberra City","23/08/2021 - Monday","10:35am","11:30am","Casual",-35.2789692,149.1339286,NA,FALSE,"yellow",2021-08-23,"Canberra City",23,34,21
"329",NA,"Woolworths Kippax","48 Hardwick Crescent","Holt","23/08/2021 - Monday","11:55am","12:50pm","Casual",-35.2228703,149.0201977,NA,FALSE,"yellow",2021-08-23,"Holt",23,34,15
"330",NA,"Woolworths Kippax","48 Hardwick Crescent","Holt","23/08/2021 - Monday","2:40pm","3:35pm","Monitor",-35.2228703,149.0201477,NA,FALSE,"blue",2021-08-23,"Holt",23,34,15
